canonical_folder_or_path,schema,market,year,pair,approval_packet_decision,phase_or_script_likely_responsible,script_path,smallest_bounded_repair_scope,expected_canonical_output_path,validation_command,stop_condition,prerequisite_or_dependency,user_approval_required_before_execution,cleanup_gate_remains_blocked,evidence_source,evidence_detail
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,ZM,2012,ZM:2012,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,ZM 2012 only after canonical raw parquet exists,data/causally_gated_normalized/ZM/2012.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/ZM/2012.parquet exists, Phase 2 validation for ZM:2012 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/ZM/2012.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,ZM,2013,ZM:2013,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,ZM 2013 only after canonical raw parquet exists,data/causally_gated_normalized/ZM/2013.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/ZM/2013.parquet exists, Phase 2 validation for ZM:2013 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/ZM/2013.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,ZM,2014,ZM:2014,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,ZM 2014 only after canonical raw parquet exists,data/causally_gated_normalized/ZM/2014.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/ZM/2014.parquet exists, Phase 2 validation for ZM:2014 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/ZM/2014.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,ZM,2015,ZM:2015,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,ZM 2015 only after canonical raw parquet exists,data/causally_gated_normalized/ZM/2015.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/ZM/2015.parquet exists, Phase 2 validation for ZM:2015 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/ZM/2015.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,ZM,2016,ZM:2016,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,ZM 2016 only after canonical raw parquet exists,data/causally_gated_normalized/ZM/2016.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/ZM/2016.parquet exists, Phase 2 validation for ZM:2016 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/ZM/2016.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,ZM,2017,ZM:2017,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,ZM 2017 only after canonical raw parquet exists,data/causally_gated_normalized/ZM/2017.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/ZM/2017.parquet exists, Phase 2 validation for ZM:2017 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/ZM/2017.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,ZM,2018,ZM:2018,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,ZM 2018 only after canonical raw parquet exists,data/causally_gated_normalized/ZM/2018.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/ZM/2018.parquet exists, Phase 2 validation for ZM:2018 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/ZM/2018.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,ZM,2019,ZM:2019,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,ZM 2019 only after canonical raw parquet exists,data/causally_gated_normalized/ZM/2019.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/ZM/2019.parquet exists, Phase 2 validation for ZM:2019 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/ZM/2019.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,ZM,2020,ZM:2020,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,ZM 2020 only after canonical raw parquet exists,data/causally_gated_normalized/ZM/2020.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/ZM/2020.parquet exists, Phase 2 validation for ZM:2020 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/ZM/2020.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,ZM,2021,ZM:2021,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,ZM 2021 only after canonical raw parquet exists,data/causally_gated_normalized/ZM/2021.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/ZM/2021.parquet exists, Phase 2 validation for ZM:2021 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/ZM/2021.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,ZM,2022,ZM:2022,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,ZM 2022 only after canonical raw parquet exists,data/causally_gated_normalized/ZM/2022.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/ZM/2022.parquet exists, Phase 2 validation for ZM:2022 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/ZM/2022.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,ZM,2023,ZM:2023,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,ZM 2023 only after canonical raw parquet exists,data/causally_gated_normalized/ZM/2023.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/ZM/2023.parquet exists, Phase 2 validation for ZM:2023 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/ZM/2023.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,ZM,2024,ZM:2024,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,ZM 2024 only after canonical raw parquet exists,data/causally_gated_normalized/ZM/2024.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/ZM/2024.parquet exists, Phase 2 validation for ZM:2024 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/ZM/2024.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,ZM,2025,ZM:2025,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,ZM 2025 only after canonical raw parquet exists,data/causally_gated_normalized/ZM/2025.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/ZM/2025.parquet exists, Phase 2 validation for ZM:2025 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/ZM/2025.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
data/causally_gated_normalized/{market}/{year}.parquet,phase2_causal_base_parquet,ZM,2026,ZM:2026,APPROVE_REPAIR_PLAN_REQUIRED,phase2_causal_base,scripts/phase2_causal_base/build_causal_base_data.py,ZM 2026 only after canonical raw parquet exists,data/causally_gated_normalized/ZM/2026.parquet,"python -m scripts.phase2_causal_base.build_causal_base_data --profile <bounded-profile> --raw-root data/raw --output-root data/causally_gated_normalized --readiness-only first, then approved bounded build","data/causally_gated_normalized/ZM/2026.parquet exists, Phase 2 validation for ZM:2026 passes, and git status --short -- data shows only approved/generated outputs handled by policy",Canonical raw input data/raw/ZM/2026.parquet must exist first; for 2025/2026 KE/SR1/TN/ZL/ZM this depends on the raw repair rows.,true,true,reports/data_manifest/manifest_coverage_check.csv; reports/data_lineage/canonical_path_summary.md; reports/data_lineage/pipeline_phase_io_map.md; configs/data_manifest.yaml,expected by manifest but absent from filename inventory
